,Alter,BRS1,BRS2,BRS3,BRS4,BRS5,BRS6,Berufsgruppe,Erwerbstätigkeit,Geschlecht,IE_ext1,IE_ext2,IE_int1,IE_int2,Id,Optimismus,Pessimismus,Schulabschluss,label,woechentlicheArbeitszeit
12,21,2,2,4,2,2,4,3,1,2.0,5,3,1,1,,4,6,3,0,3
13,36,5,2,5,2,4,1,3,1,2.0,3,5,1,1,,6,1,3,0,4
14,51,2,4,2,4,2,4,3,1,2.0,3,3,3,4,,4,5,3,0,3
15,31,2,4,2,1,2,1,3,1,2.0,4,3,2,1,,5,4,4,0,3
16,31,5,1,4,2,5,2,1,1,1.0,3,2,1,1,,6,3,2,0,3
17,29,4,5,1,4,3,4,1,1,1.0,1,2,4,4,,5,2,2,0,4
18,40,5,2,5,2,5,2,1,1,1.0,3,5,1,1,,6,2,3,0,5
19,43,5,1,5,2,4,2,1,1,1.0,5,5,1,1,,6,2,3,0,4
20,46,5,2,2,1,4,1,2,1,1.0,5,5,1,1,,5,2,3,0,5
21,24,4,4,4,2,4,2,3,1,2.0,4,3,2,2,,5,2,4,0,3
22,70,5,2.0,2,5,4,5,1,2,1.0,2,4,2,2,,4,5,2,0,3.0
23,34,4,2,2,4,2,4,3,1,2.0,4,1,1,2,,5,3,3,0,3
24,65,2,4,4,5,4,4,3,2,2.0,4,2,1,1,,5,3,3,0,3.0
25,78,2,4,4,4,4,4,3,2,2.0,3,3,3,2,,6,2,3,0,3.0
26,55,2,2,2,4,2,4,2,1,1.0,3,3,2,2,,6,1,4,0,5
27,79,2,4,2,4,2,4,7,2,2.0,5,4,1,2,,5,2,4,0,3.0
28,51.0,5,5,5,4,4,1,3,1,2.0,4,4,1,3,,7,6,2,0,1
29,25,4,4,4,2,4,2.0,4,1,2.0,4,4,2,2,,6,3,4,0,3
30,68,2,2,2,4,2,4,8,2,2.0,3,1,1,2,,5,3,3,0,3.0
31,60,5,2,4,2,4,4,3,1,2.0,4,4,1,1,,6,2,2,0,2
32,87,4,3,3,3,4,2,3,2,2.0,5,3,1,2,,5,2,2,0,3.0
33,77,2,4,4,2,2,4,8,1.0,2.0,3,4.0,2,2,,3,5,3,0,3.0
34,69,4,2,2,1,1,2,3,2,2.0,4.0,2,3,2.0,,3,3,3,0,3.0
35,51,4,1,4,1,2,2,2,1,2.0,4,4,1,2,,6,3,3,0,1
36,29,2,4,2,4,3,4,8,1,1.0,2,2,4,3,,2,6,2,0,2
37,46,2,4,1,4,1,5,3,1,2.0,4,2,2,2,,5,4,2,0,1
38,44,2,4,2,4,2,4,3,1,2.0,4,3,2,2,,4,4,4,0,3
39,57,2,4,1,4,1,5,3,1,2.0,3,3,2,2,,5.0,3,2,0,2
40,26,2,4,2,4,2,4,3,1,1.0,3,3,2,2,,5,4,2,0,2
41,76,2,4,2,4,4,4,3,2,2.0,5,4,1,2,,4,3,3,0,3.0
42,57,4,2,5,2,5,4,2,2,1.0,4,2,2,2,,7,2,4,0,3.0
43,75,2,4,2,4,2,5,8,2,2.0,4,2,2,2,,3,4,2,0,3.0
44,46,5,4,2,4,2,2,1,1,2.0,4,4,1,1,,5,3.0,2,0,3
45,59,4,2,4,2,4,1,3,1,1.0,5,5,5,2,,6,2,4,0,2
46,55,4,2,4,5,1,3,3,1,2.0,1,1,2,3,,3,2,2,0,3
47,77,2,4,1,4,1,4,4,2,2.0,4,3,2,2,,3,4,3,0,3.0
48,47,2,3,3,2,4,3,1,1,1.0,3,2,2,3,,5,3,4,0,3
49,49,4,2,2,4,2,4,3,1,2.0,4,3,2,2,,6,3,5,0,4
50,81,2,1,4,4,5,4,8,2,2.0,4,3,2,2,,5,6,3,0,3.0
51,29,1,5,2,5,1,5,3,2,2.0,3,1,3,2,,3,6,4,0,3.0
52,60,4,2,4,2,4,2,4,2,1.0,4,4,2,2,,5,2,5,0,3.0
53,69,2,5,2,4,2,4,3,1,2.0,4,2,2,2.0,,5,3.0,3,0,1
54,57,1,5,2,5,2,4,3,1,2.0,2,3,4,3,,2,6,3,0,3
55,32,1,4,2,1,2,5,4,1,2.0,3,2,2,2,,3,5,5,0,3
56,60,4,5,4,2,4,1,1,1,2.0,3,2,2,2,,7,3,3,0,3
57,44,2,4,2,5,2,5,8,1,2.0,3,2,4,3,,4,4,2,0,1
58,71,2,5,1,5,1,5,2,2,2.0,3,4,1,2,,3,3,2,0,3.0
59,67,4,2,2,5,4,5,5,2,1.0,5,2,1,2,,6,2,5,0,3.0
60,52,4,2,4,4,4,5,1,2,1.0,2,2,3,5,,2,6,2,0,3.0
61,54,2,5,5,4,2,4,3,1,2.0,3,3,2,2,,4,5,3,0,2
62,42,2,4,2,4,2,4,3,1,2.0,3,3,4,3,,5,3,3,0,3
63,58,2,4,2,4,1,2,3,2,2.0,4,4,2,3,,5,3,2,0,3.0
64,72,2,4,2,4,2,2,7,2,2.0,3,4,3,3,,4,4,2,0,3.0
65,77,2,4,2,2,2,4,3,2,2.0,4,3,3,3,,2,6,3,0,3.0
66,51,2,4,2,2,4,1,3,1,2.0,2,4,2,1,,5,2,3,0,3
67,60,2,5,2,5,1,5,3,2,1.0,4,3,2,2,,2,5,3,0,3.0
68,39,4,5,5,5,2,5,3,1,2.0,3,4,1,1,,4,5,2,0,2
69,51.0,2,2,2,4,2,2,3.0,1.0,2.0,2,2,2,4,,3,4,3.0,0,3.0
70,51,3,1,1,4,2,4,2,1,2.0,3,5,1,1,,5,3,3,0,3
71,76,4,2,4,3,5,3,3,2,2.0,3,3,2,2,,5,3,5,0,3.0
72,53,4,4,4,4,2,4,8,1,2.0,2,3,2,2,,4,4,5,0,3
73,32,5,1,1,1,5,1,5,1,1.0,3,4,1,1,,7,1,5,0,5
74,81,2,2,2,2,2,4,3.0,2,2.0,4,3,2,2,,5,3,3.0,0,3.0
75,38,2,4,2,4,2,4,3,1,2.0,3,3,4,2,,4,4,4,0,3
76,65,2,4,4,4,4,4,3,2,2.0,4,4.0,2,3,,4,3,3,0,3.0
77,35,4,2,4,2,4,2,1,1,1.0,3,5,2,2,,6,1,3,0,4
78,35,4,2,4,2,4,2,3,1,1.0,4,4,2,2,,2,5,4,0,4
79,73,2,5,2,5,2,5,2,2,1.0,4,3,1,1,,4,4,3.0,0,3.0
80,58,1,5,1,5,1,4,1,2,1.0,2,2,4,4,,4,7,4,0,3.0
81,52,4,2,2,4,2,4,3,1,2.0,3,4.0,1,1,,5,3,5,0,3
82,49,2,4,2,5,2,5,5,1,2.0,3,2,1,3,,4,3,3,0,4
83,64,1,4,2,4,1,4,4,1,2.0,5,5,1,2,,5,4,5,0,3
84,66,4.0,2,4,4,4,2,2,2,1.0,3,3,2,1,,4,3,4,0,3.0
85,82,1,4,4,5,2,4,8,2,2.0,2,2,4,3,,2,5,2,0,3.0
86,59,2,4,2,4,2,5,2,2,2.0,4,4,2,2,,5,4,4,0,3.0
87,76,4,2,4,5,4,5,3,2,2.0,3,3,1,1,,4,3,3,0,3.0
88,60,4,4,2,2,4,2,1,1,1.0,3,4,1,1,,5,2,3,0,4
89,75,2,2,2,4,2,4,3,1,2.0,4,4,2,2,,5,4,2,0,1
90,61,2,4,1,5,1,5,3,2,2.0,4,3,2,2,,2,5,3,0,3.0
91,45,2,2,5,5,2,4,4,1,2.0,4,4,1,2,,4,4,5,0,3
92,67,5,1,5,2,5,1,5,1,1.0,2,4,1,1,,7,2,5,0,4
93,69,5,1,5,1,5,1,5,1,1.0,4,3,1,1,,6,2,4,0,5
94,79,3,2,4,3,4,3,8,2,2.0,4,4,1,2,,6,2,2,0,3.0
95,78,2,5,2,5,2,4,2,2,2.0,2,3,3,2,,3,5,2,0,3.0
96,59,2,5,4,2,2,2,8,1,1.0,2,3,1,2,,5,2,2,0,3
97,57,2,4,2,4,2,4,3,1,2.0,4,4,2,2,,5,3,3,0,3
98,83,4,2,2,4,4,2,3,2,2.0,2,2,3,3,,3,5,3,0,3.0
99,29,4,2,2,5,4,5,3,1,2.0,4,5,1,1,,6,3,3.0,0,2
100,52,2,4,1,5,2,5,2,1,2.0,4,3,1,2,,7,3,3,0,4
101,67,4,2,4,2,4,2,2,2,1.0,5,4,1,1,,6,2,5,0,3.0
102,71,4,1,4,4,5,2,7,2,2.0,4,4,2,2,,6,1,3,0,3.0
103,42,2,2,2,2,5,2,3,1,1.0,4,4,2,1,,6,2,3,0,4
104,87,2,4,2,4,2,5,3,2,2.0,3,1,3,2,,3,5,2,0,3.0
105,48,4,2,3,4,3,4,3,1,2.0,3,3,2,2,,4,4,5,0,4
106,67,4,2,4,2,4,2,8,1,2.0,3,3,1,2,,5,2,3,0,1
107,63,4,1,5,4,2,2,2,2,2.0,4,4,1,2,,6,3,2,0,3.0
108,72,2,5,2,5,2,4,4,2,1.0,3,2,2,2,,5,4,2,0,3.0
109,25,2,2,4,5,1,2,7,2,2.0,4,4,2,2,,3,3,5,0,3.0
110,28,4,2,4,2,4,2,1,1,1.0,4,4,1,1,,4,2,3,0,4
111,26,3,4,2,4,2,4,3,1,2.0,2,3,2.0,2,,2,2,3,0,3
112,57,4,4,4,5,4,4,3,1,2.0,4,3,1,1,,7,1,3,0,3
113,52,3,3,3,4,3,3,3,1,2.0,2,4,1,1,,5,3,3,0,3
114,56,2,4,1,4,2,5,3,1,1.0,4,4,2,2,,5,3,3,0,4
115,61,5,2,4,2,4,4,1,2,2.0,2,2,2.0,1,,7,2,3,0,3.0
116,62,1,4,1,5,1,5,3,2,2.0,2,2,5,5,,2,6,4,0,3.0
117,56,2,5,2,4,2,4,3,2,2.0,4,2,1,2,,3,4,3,0,3.0
118,60,4,4,2,2,4,2,3,2,2.0,3,3,1,2,,5,3,2,0,3.0
119,81,4,2,2,2,4,2,5,1,2.0,5,3,1,2,,6,2,3,0,1
120,58,5,4,5,5,5,4,7,2,2.0,5,1,1,1,,5,2,2,0,3.0
121,67,4,2,4,2,4,2,8,2,1.0,5,4,2,2,,5,3,2,0,3.0
122,63,4,2,4,4,2,4,3,2,2.0,4,3,1,2,,3,4,5,0,3.0
123,58,4,1,4,1,5,1,3,1,2.0,4,5,1,1,,5,2,2,0,3
124,67,4,4,4,2,2,2,3,2,2.0,2,3,1,2,,5,4,3,0,3.0
125,76,5,2,5,1,5,1,1,2,1.0,5,5,1,1,,5,1,2,0,3.0
126,53,5,2,4,2,4,1,1,1,1.0,4,3,1,2,,6,3,2,0,3
127,60,5,1,4,2,2,1,1,1,1.0,3,5,1,1,,5,5,2,0,4
128,59,4,2,5,5,4,1,1,1,2.0,4,5,3,1,,6,5,4,0,4
129,45,4,1,2,5,5,2,8,1,1.0,5,3,1,2,,3,5,5,0,5
130,50,4,4,4,5,4,5,3,1,2.0,4,3,2,2,,5,2,3,0,3
131,78,4,2,4,5,4,5,2,2,1.0,5,4,1,2,,5,2,2,0,3.0
132,65,4,2,4,2,4,2,3,2,2.0,4,4,1,1,,5,3,4,0,3.0
133,79,2,4,1,4,2,1,3,2,2.0,3,5,2,3,,5,2,2,0,3.0
134,55,5,1,5,4,5,1,4,1,1.0,5,4,1,2,,5,3,3,0,3
135,73,2,2,2,4,4,2,8,2,2.0,5,4,2,2,,4,2,2,0,3.0
136,56,5,1,5,4,5,1,1,2,1.0,5,5,1,1,,7,1,2,0,3.0
137,60,4,2,4,2,4,2,2,1,2.0,4,4,2,2,,6,2,4,0,3
138,54,4,4,4,2,4,2,2,1,2.0,4,4,2,2,,6,2,4,0,3
139,68,5,2,4,2,5,2,8,2,2.0,4,4,1,1,,7,1,2,0,3.0
140,38,2,2,4,4,2,4,2,1,1.0,3,3,1,1,,5,2,4,0,4
141,42,5,2,5,2,4,2,3,1,2.0,4,3,1,3,,5,4,2,0,1
142,75,5,1,5,1,5,2,8,2,1.0,5,4,1,1,,7,1,2,0,3.0
143,71,1,4,2,4,2,4,4,2,2.0,2,3,2,1,,4,3,5,0,3.0
144,52,4,2.0,2,2.0,2,2,1,1,1.0,4,4,2,3,,4,4,2,0,4
145,66,2,4,2,5,3,5,1,2,1.0,3,4,2,1,,3,1,2,0,3.0
146,71,4,4,4,4,2,2,5,1,1.0,3,2,2,3,,3,5,5,0,1
147,54,5,2.0,4,2,4,2,3,2,2.0,4,4,1,1,,5,2,2,0,3.0
148,57,4,2,4,2,4,2,3,1,1.0,4,4,2,2,,6,2,5,0,2
149,78,5,1,4,2,4,2,1,2,1.0,4,4,1,2,,6,2,3,0,3.0
150,86,4,4,4,3,4,3,7,2,2.0,4,4,2,2,,5,3,4,0,3.0
151,79,5,1,1,1,1,2,3,2,2.0,5,5,1,1,,7,1,3,0,3.0
152,70,4,2,2,2,4,2,2,2,1.0,4,4,1,1,,3,2,5,0,3.0
153,35,5,1,5,1,5,1,2,1,2.0,4,4,1,1,,5,2,5,0,3
154,75,4,2,4,2,4,2,8,2,1.0,4,2,2,3,,6,3,2,0,3.0
155,78,4,4,4,4,4,4,2,2,2.0,2,2,1,3,,5,3,3,0,3.0
156,53,4,2,4,4,4,2,3,1,2.0,3,4,2,2,,7,2,5,0,3
157,71,2,4,2,4,2,4,1,2,1.0,3,3,3,1,,6,4,2,0,3.0
158,66,4,2,4,2,4,2,3,1,2.0,4,3,2,3,,2,2,2,0,1
159,75,4,2,2,2,4,2,3,2,1.0,2,2,3,4,,5,3,5,0,3.0
160,49,4,4,2,4,4,2,3,1,1.0,2,5,1,3,,4,3,5,0,5
161,75,5,4,4,5,4,4,1,2,1.0,4,4,1,2,,4,4,3,0,3.0
162,76,4,4,2,2,4,2,8,2,1.0,5,4,2,1,,5,2,3,0,3.0
163,63,4,2,4,4,2,4,3,2,2.0,3,5,2,2,,4,2,4,0,3.0
164,67,4,2,4,1,4,2,4,2,1.0,4,3,2,2.0,,4,4,3,0,3.0
165,63,2,2,1,5,2,5,3,2,2.0,4,2,2,3,,5,4,3,0,3.0
166,47,2,4,2,4,4,4,3,1,2.0,3,3,2,2,,4,4,4,0,4
167,39,4,2,4,3,5,2,2,1,1.0,5,4,1,1,,5,3,5,0,3
168,60,4,4,4,2,4,2,5,1,1.0,4,5,1,1,,6,2,2,0,3
169,40,2,4,2,4,2,4,3,2,2.0,3,3,2,3,,4,4,2,0,3.0
170,71,2,4,2,4,2,4,8,2,2.0,2,2,3,2.0,,2,6,2,0,3.0
171,56,4,2,2,2,4,3,4,1,2.0,4,4,2,2,,7,1,4,0,4
172,39,4,4,5,4,5,1,3,1,2.0,5,4,1,1,,2,4,3,0,5
173,51,1,4,1,1,2,4,8,2,1.0,1,1,4,5,,3,6,3,0,3.0
174,76,4,5,4,4,4,2,4,2,1.0,5,3,1,1,,6,2,4,0,3.0
175,32,4,2,4,2,4,2,3,1,1.0,4,4,1,1,,4,3.0,4,0,3
176,79,2,2,1,5,2,5,8,2,2.0,2,1,2,2,,3,6,2,0,3.0
177,38,2,3,3,4,3,2,3,1,2.0,3,3,2,1,,3,4,2,0,3
178,52,5,1,5,1,5,1,5,1,1.0,4,4,2,1,,6,2,5,0,5
179,73,5,1,5,2,5,2,5,2,1.0,5,4,1,2,,6,1,3,0,3.0
180,63,5,2,4,4,2,4,1,1,1.0,4,3,1,1,,6,3,2,0,4
181,27,5,2,2,2,4,2,4,1,2.0,4,1,1,1,,7,1,5,0,3
182,41,2,4,2,4,2,3,3,1,1.0,2,2,2,3,,4,4,2,0,5
183,76,5,2,4,2,5,1,4,2,2.0,4,4,2,2,,5,2,5,0,3.0
184,68,4,4,3,2,4,2,5,2,1.0,5,4,1,2,,3,4,4,0,3.0
185,26,4,2,4,4,4,2,3,1,1.0,2,3,1,2,,4,4,3,0,3
186,22,4,4,2,2,4,2,1,1,2.0,5,3,1,2,,6,2,4,0,3
187,47,4,2,2,2,4,2,3,1,2.0,4,4,2,2,,5,2,3.0,0,2
188,38,5,1,5,2,5,1,8,1,2.0,1,3,2,2,,7,2,3,0,4
189,45,4,2,4,2,4,1,3,1,1.0,4,4,2,2,,5,2,5,0,3
190,18,2,4,2,4,2,4,8,1,1.0,3,3,2,2,,5,4,2,0,3
191,46,5,4,5,2,5,2,5,1,1.0,4,5,1,2,,5,2,5,0,4
192,40,2,2,2,4,4,2,3,1,2.0,3,4,1,2,,6,4,3,0,3
193,32,4,1,1,2,4,2,8,1,1.0,3,3,1,1,,6,1,2,0,4
194,41,4,2,3,3,3,3,3,1,1.0,2,1,2,2,,3,5,5,0,3
195,63,5,2,2,4,1,4,5,2,1.0,3,3,2,3,,2,4,2,0,3.0
196,32,4,2,4,2,4,2,3,1,1.0,3,4,2,2,,5,3,5,0,4
197,41,5,2,4,1,4,4,5,1,1.0,5,5,1,1,,6,5,5,0,3
198,18,4,4,4,4,2,2.0,7,2,2.0,3,4.0,4,2,,5,4,4,0,3.0
199,44,2,2,2,2,2,5,1,1,1.0,3,3,2,2,,4,3,2,0,3
200,20,5,2,5,2,5,1,3,1,2.0,4,3,1,1,,7,2,4,0,3
201,42,5,2,5,2,4,2,2,2,2.0,4,4,2,2,,5,4,3,0,3.0
202,58,4,5,2,4,4,4,5,1,1.0,4,3,2,2,,4,3,5,0,2
203,44,4,2,4,4,5,2,8,1,1.0,3,4,2,2,,4,4,3,0,5
204,51,4,5,3,2.0,2,2.0,1,1,1.0,3,4,2.0,2.0,,5,2,2,0,3
205,19,4,1,4,3,4,3,3,1,1.0,3,4,1,1,,6,2,4,0,3
206,30,4,4,2,2,4,2,3,1,1.0,3,4,2,2,,5,3,3,0,3
207,46,5,1,5,1,5,1,3,1,1.0,3,5,1,1,,5,1,3,0,4
208,20,5,2,5,2,4,1,3,1,1.0,4,5,2,2,,6,2,5,0,3
209,22,5,1,5,1,4,1,3,1,1.0,4,4,2,1,,7,1,4,0,2
210,32,4,2,2,4,2,4,3,1,1.0,4,5,1,2,,6,2,5,0,4
211,37,4,3,4,4,4,4,2,1,1.0,3,4,2,1,,4,4,5,0,5
212,66,5,2,5,2,4,1,8,2,1.0,4,3,1,2,,6,3,2,0,3.0
213,62,2,4,2,2,4,4,3,2,2.0,3,3,2,2,,6,2,2,0,3.0
214,21,4,4,4,3,4,2,3,1,1.0,4,3,2,1,,6,2,3,0,4
215,76,3,2,4,4,4,4,3,2,1.0,3,3,1,2,,3,4,4,0,3.0
216,27,2,4,2,2,1,2,1,1,1.0,5,3,1,2,,5,2,3,0,4
217,76,5,2,4,4,5,2,3,2,1.0,4,3,1,2,,6,4,5,0,3.0
218,32,2,4,2,4,4,2,3,2,2.0,4,4,1,1,,6,2,2,0,3.0
219,33,4,4,4,2,3,1,1,1,1.0,3,4,2,1,,5,5,3,0,3
220,33,5,1,5,4,4,1,2,1,2.0,1,5,1,1,,7,1,4,0,1
221,37,2,4,2,5,2,4,3,1,1.0,3,3,1,2,,5,3,4,0,3
222,42,5,1,5,4,4,2,2,2,1.0,5,5,1,2,,5,2,4,0,3.0
223,48,4,2,4,5,2,2,2,1,2.0,3,5,1,1,,4,2,5,0,4
224,48,4,2,4,2,4,2,3,1,2.0,4,4,2,2,,6,1,4,0,3
225,42,4,2,4,2,4,1,3,1,2.0,3,4,1,2,,5,6,4,0,3
226,46,5,1,5,1,4,1,4,1,1.0,4,5,1,1,,5,2,4,0,5
227,30,5,2,4,2,2,2,2,1,1.0,4,5,2,2,,5,4,5,0,4
228,52,4,2,2,1,2,2,3,1,1.0,3,4,2,2,,5,2,5,0,3
229,31,5,1,4,2,4,2,3,1,2.0,4,5,1,2,,4,3,5,0,4
230,21,4,2,4,2,4,2,8,2,1.0,3,4,3,3,,4,4,3,0,3.0
231,39,4,2,4,2,5,1,3,1,1.0,4,4,2,2,,6,5,4,0,4
232,18,4,2,4,2,4,2,7,2,1.0,4,3,2,1,,5,3,5,0,3.0
233,56,2,4,1,4,1,5,3,1,1.0,2,4,3,3,,2,6,5,0,3
234,62,5,2,4,1,5,1,1,1,2.0,5,1,1,1,,6,1,4,0,5
235,70,4,2,4,2,4,2,4,2,1.0,4,4,3,2,,6,2,5,0,3.0
236,21,2,4,2,4,2,4,7,2,2.0,3,3,2,2,,4,5,4,0,3.0
237,55,4,5,3,4,1,4,1,2,1.0,5,4,4,2,,4,5,2,0,3.0
238,24,2,4,2,2,2,4,1,1,1.0,2,4,3,3,,3,5,2,0,4
239,56,5,2,1,2,4,5,1,2,2.0,3,2,2,3,,6,3,2,0,3.0
240,50,4,2,4,2,4,2,3,2,2.0,3,4,2,1,,5.0,2,4,0,3.0
241,29,5,2,5,4,4,5,7,2,1.0,4,4,1,2,,6,2,4,0,3.0
242,36,5,2,4,4,5,2,2,1,2.0,5,3,1,1,,5,4,3,0,3
243,42,2,4,2,4,2,4,3,2,1.0,3,2,4,4,,5,5,3,0,3.0
244,34,2,5,4,2,4,5,3,2,2.0,4,5,2,3,,5,2,4,0,3.0
245,52,2,2,2,4,4,2,3,1,1.0,3,4,5,2,,5,3,5,0,3
246,33,2,4,2,4,2,4,4,1,2.0,4.0,4,2,2,,4,4,5,0,3
247,28,5,4,4,4,1,1,3,1,2.0,4,4,2,2,,5,2,3,0,2
248,18,4,4,2,5,4,5,3,1,1.0,4,3,3,2,,3,6,4,0,3
249,32,2,4,2,4,4,4,3,1,2.0,4,2,2,3,,6,3,2,0,4
250,47,4,2,4,4,4,2,4,1,1.0,4,4,1,1,,7,1,2,0,3
251,43,4,2,2,2,2,4,2,1,2.0,2,2,3,4,,4,4,4,0,3
252,59,4,2,2,2,4,2,3,1,1.0,3,3,1,2,,5,2,4,0,3
253,42,2,4,2,4,2,2,2,1,2.0,3,4,2,2,,4,5,4,0,2
254,47,5,1,5,1,4,2,1,1,1.0,4,4,1,2,,7,6,2,0,3
255,34,5,2,4,2,4,2,1,1,1.0,3,5,1,2,,6,2,3,0,4
256,26,4,1,4,2,4,2,4,1,2.0,4,4,1,2,,6,2,4,0,3
257,61,4,2,4,1,5,2,5,1,1.0,4,4,1,1,,2,2,5,0,2
258,28,5,2,4,3,4,2,3,1,2.0,3,4,1,2,,6,2,5,0,5
259,28,4,2,2,2,4,2,1,1,1.0,4,3,2,1,,5,2,2,0,4
260,61,2,4,4,4,2,4,3,1,1.0,3,3,2,2,,3,4,5,0,3
261,55,4,2,4,2,4,2,4,1,1.0,4,3,2,2,,6,2,5,0,4
262,18,4,2,4,2,4,2,1,1,1.0,4,3,2,3,,5,3,2,0,3
263,49,4,2,4,2,5,2.0,3,1,1.0,4,2,2,2,,6,2,3,0,4
264,58,4,2,4,2,4,2,3,1,1.0,2,4,3,2,,4,4,4,0,3
265,69,4,2,4,2,3,3,2,2,1.0,4,4,2,2,,4,4,5,0,3.0
266,29,4,2,4,2,3,3,3,1,2.0,3,3,2,2,,4,4,4,0,4
267,64,5,5,2,5,5,3,8,2,2.0,5,5,1,1,,7,1,2,0,3.0
268,64,5,2,5,3,5,1,3,2,2.0,4,5,1,2,,5,2,4,0,3.0
269,53,4,2,4,2,4,4,8,1,1.0,3,4.0,2,2,,3,2,2,0,3
270,60,5,2,4,5,4,4,3,2,2.0,5,3,1,1,,7,2,3,0,3.0
271,25,1,1,4,1,4,1,7,2,1.0,2,3,2,1,,6,3,2,0,3.0
272,23,5,2,4,2,2,4,3,1,2.0,4,4,2,1,,6,5,3,0,3
273,48,4,4,2,4,2,3,3,1,2.0,5,3,1,2,,6,2,3,0,3
274,51,2,4,1,5,2,5,3,1,2.0,3,4,2,1,,5,2,5,0,2
275,25,4,4,2,3,2,5,3,1,2.0,4,4,2,2,,4,5,4,0,3
276,44,2,4,4,4,4,5,3,1,2.0,3,3,2,2,,4,4,2,0,3
277,67,5,4,2,2,5,5,1,2,2.0,5,5,2,2,,7,1,2,0,3.0
278,22,4,2,4,2,4,4,1,1,2.0,2,3,2,2,,6,2,3,0,4
279,63,2,4,1,2,2,4,8,1,1.0,5,3,2,2,,4,4,2,0,5
280,38,5,2,5,4,5,2,3,1,1.0,3,4,1,1,,7,1,5,0,4
281,35,5,2,2,4,4,2,3,1,2.0,4,4,2,2.0,,4,2,3,0,3
282,19,5,2,5,2,5,1,7,2,2.0,4,5,2,2,,5,1,5,0,3.0
283,48,4,1,4,2,4,2,8,1,1.0,3,3,4,2,,5,3,3,0,5
284,56,4,2,4,2,4,2,3,1,1.0,4,3,2,4,,5,3,3,0,3
285,44,5,2,4,2,4,2,8,1,1.0,5,3,1,2,,3,5,5,0,1
286,39,4,2,4,4,4,4,3,1,1.0,4,4,2,2,,6,2,5,0,4
287,29,4,1,4,1,1,1,2,1,2.0,5,5,2,1,,5,2,3,0,4
288,29,5,2,5,2,5,2,4,1,2.0,2,3,1,1,,7,2,3,0,4
289,32,2,2,4,2,4,2,3,1,2.0,5,4,1,1,,6,2,3,0,3
290,21,5,2,4,2,4,2,3,1,1.0,4,4,2,1,,5,3,4,0,3
291,62,4,2,4,2,4,2,3,1,2.0,4,3,2,2,,6,2,5,0,3
292,58,4,2,4,2,4,2,1,1,1.0,3,4,1,1,,7,1,3,0,2
293,66,4,2,2,4,4,2,3,1,1.0,4,4,1,1,,5,1,5,0,3
294,44,5,2,5,2,4,2,1,1,1.0,3,4,1,1,,5,3,3,0,5
295,25,5,2,5,2,4,2,1,1,1.0,3,4,2,2,,6,4,4,0,4
296,29,4,4,4,2,4,2,2,1,2.0,4,4,2,1,,5,2,5,0,3
297,57,4,2,4,2,4,2,8,1,2.0,4,4,1,1,,5,2,2,0,3
298,28,2,4,2,4,4,2,7,2,1.0,4,3,2,2,,6,2,3,0,3.0
299,47,5,2,4,2,4,2,8,1,1.0,4,4,2,2,,4,4,5,0,4
300,25,4,2,5,1,5,2,7,2,2.0,4,4,1,2,,6,2,4,0,3.0
301,25,2,1,4,4,4,2,1,1,1.0,3,2,1,2,,6,2,3,0,4
302,34,4,2,4,2,4,1,2,1,2.0,5,5,1,2,,7,2,5,0,3
303,35,5,1,5,2,5,2,8,1,2.0,5,5,1,1,,7,2,4,0,3
304,37,5,2,5,1,2,2,3,2,2.0,3,2,2,1,,6,2,4,0,3.0
305,60,5,2,4,2,5,1,3,1,2.0,4,3,2,1,,6,1,5,0,2
306,18,2,4,2,4,2,4,7,2,1.0,4,1,2,3,,4,3,3,0,3.0
307,55,5,2,5,3,5,2,1,1,2.0,4,4,1,1,,3,4,3,0,3
308,31,4,2,4,1,4,1,3,1,2.0,4,4,2,2,,5,4,3,0,3
309,46,5,1,4,2,4,1,1,1,1.0,4,4,1,1,,7,1,3,0,5
310,73,5,4,5,1,5,2,4,2,2.0,5,4,1,1,,5,3,5,0,3.0
311,26,5,4,5,2,4,2,7,2,2.0,3,3,1,2,,5,2,5,0,3.0
312,78,5,4,2,5,2,4,4,2,2.0,4,3,2,2,,4,2,3,0,3.0
313,47,2,4,3,4,2,3,4,1,2.0,3,3,2,2,,5,3,5,0,3
314,19,5,2,5,1,4,1,8,1,1.0,4,2,2,2,,7,1,2,0,3
315,59,2,4,2,4,2,4,8,2,1.0,2,2,2,3,,5,5,2,0,3.0
316,22,3,2,3,4,3,2,3,1,2.0,5,3,2,2,,6,2,4,0,3
317,33,4,4,4,2,4,2,8,1,1.0,2,1,3,2,,5,6,1,0,3
318,46,2,4,1,4,1,4,3,2,1.0,4,4,2,2,,6,2,2,0,3.0
319,22,4,4,4,2.0,4,1,1,1,1.0,4,4,2,2,,6,2,2,0,3
320,38,4,1,4,1,4,1,3,1,1.0,5,5,1,1,,6,1,3,0,3
321,58,2,4,2,1,2,4,4,1,2.0,3,2,1,1,,5,4,3,0,4
322,20,3,3,3,3,3,2,3,1,1.0,2,4,2,2,,3,4,4,0,3
323,22,2,4,1,2,2,4,4,1,2.0,3,4,2,3,,6,3,3,0,4
324,47,4,1,4,2,5,1,3,1,2.0,5,4,1,1,,5,2,2,0,3
325,24,5,2,5,4,4,2,3,1,1.0,3,4,2,2,,7,2,2,0,3
326,27,4,2,2,4,4,2,1,1,1.0,5,4,2,2,,6,2,2,0,3
